10,35,-2.036376
1309,36,77.035293
2608,43,-72.765008
3907,58,-363.213352
5206,65,-90.018651
6505,80,73.150576
7804,108,145.329788
9103,105,386.076990
10402,128,511.433389
11701,130,512.707168
13000,199,491.179654
10,37,-2.036376
1309,31,77.035293
2608,47,-72.765008
3907,73,-363.213352
5206,53,-90.018651
6505,71,73.150576
7804,99,145.329788
9103,113,386.076990
10402,117,511.433389
11701,159,512.707168
13000,208,491.179654
10,37,-2.036376
1309,45,77.035293
2608,53,-72.765008
3907,60,-363.213352
5206,85,-90.018651
6505,91,73.150576
7804,116,145.329788
9103,150,386.076990
10402,191,511.433389
11701,186,512.707168
13000,149,491.179654
10,48,-2.036376
1309,32,77.035293
2608,43,-72.765008
3907,73,-363.213352
5206,57,-90.018651
6505,80,73.150576
7804,89,145.329788
9103,97,386.076990
10402,101,511.433389
11701,154,512.707168
13000,181,491.179654
10,35,-2.036376
1309,36,77.035293
2608,42,-72.765008
3907,46,-363.213352
5206,50,-90.018651
6505,71,73.150576
7804,102,145.329788
9103,105,386.076990
10402,108,511.433389
11701,153,512.707168
13000,172,491.179654
10,33,-2.036376
1309,44,77.035293
2608,48,-72.765008
3907,54,-363.213352
5206,63,-90.018651
6505,97,73.150576
7804,77,145.329788
9103,113,386.076990
10402,114,511.433389
11701,144,512.707168
13000,153,491.179654
10,29,-2.036376
1309,35,77.035293
2608,41,-72.765008
3907,51,-363.213352
5206,55,-90.018651
6505,69,73.150576
7804,79,145.329788
9103,107,386.076990
10402,116,511.433389
11701,158,512.707168
13000,156,491.179654
10,39,-2.036376
1309,32,77.035293
2608,38,-72.765008
3907,54,-363.213352
5206,58,-90.018651
6505,69,73.150576
7804,85,145.329788
9103,89,386.076990
10402,103,511.433389
11701,151,512.707168
13000,173,491.179654
10,30,-2.036376
1309,33,77.035293
2608,45,-72.765008
3907,55,-363.213352
5206,53,-90.018651
6505,82,73.150576
7804,91,145.329788
9103,111,386.076990
10402,121,511.433389
11701,144,512.707168
13000,150,491.179654
10,30,-2.036376
1309,38,77.035293
2608,47,-72.765008
3907,61,-363.213352
5206,61,-90.018651
6505,80,73.150576
7804,89,145.329788
9103,92,386.076990
10402,108,511.433389
11701,125,512.707168
13000,189,491.179654
