700,24,37.962498
1930,51,-64.195858
3160,165,21.120803
4390,246,-7.577237
5620,397,-46.479468
6850,575,136.521831
8080,938,143.102252
9310,1009,369.474336
10540,1284,337.680306
11770,1585,375.178264
13000,2176,522.199693
700,22,37.962498
1930,65,-64.195858
3160,141,21.120803
4390,277,-7.577237
5620,472,-46.479468
6850,682,136.521831
8080,861,143.102252
9310,1051,369.474336
10540,1328,337.680306
11770,1608,375.178264
13000,2062,522.199693
700,10,37.962498
1930,51,-64.195858
3160,139,21.120803
4390,265,-7.577237
5620,457,-46.479468
6850,550,136.521831
8080,759,143.102252
9310,993,369.474336
10540,1196,337.680306
11770,1587,375.178264
13000,2126,522.199693
700,8,37.962498
1930,47,-64.195858
3160,139,21.120803
4390,217,-7.577237
5620,383,-46.479468
6850,549,136.521831
8080,789,143.102252
9310,982,369.474336
10540,1235,337.680306
11770,1533,375.178264
13000,2043,522.199693
700,10,37.962498
1930,52,-64.195858
3160,147,21.120803
4390,241,-7.577237
5620,362,-46.479468
6850,580,136.521831
8080,741,143.102252
9310,983,369.474336
10540,1258,337.680306
11770,1629,375.178264
13000,1925,522.199693
700,10,37.962498
1930,59,-64.195858
3160,136,21.120803
4390,247,-7.577237
5620,408,-46.479468
6850,590,136.521831
8080,667,143.102252
9310,931,369.474336
10540,1211,337.680306
11770,1710,375.178264
13000,2401,522.199693
700,10,37.962498
1930,50,-64.195858
3160,149,21.120803
4390,262,-7.577237
5620,425,-46.479468
6850,566,136.521831
8080,806,143.102252
9310,1052,369.474336
10540,1325,337.680306
11770,1802,375.178264
13000,2113,522.199693
700,12,37.962498
1930,63,-64.195858
3160,143,21.120803
4390,253,-7.577237
5620,358,-46.479468
6850,597,136.521831
8080,796,143.102252
9310,979,369.474336
10540,1425,337.680306
11770,1516,375.178264
13000,2343,522.199693
700,20,37.962498
1930,85,-64.195858
3160,147,21.120803
4390,329,-7.577237
5620,521,-46.479468
6850,636,136.521831
8080,1024,143.102252
9310,1002,369.474336
10540,1381,337.680306
11770,1616,375.178264
13000,2019,522.199693
700,12,37.962498
1930,50,-64.195858
3160,176,21.120803
4390,273,-7.577237
5620,377,-46.479468
6850,624,136.521831
8080,831,143.102252
9310,1031,369.474336
10540,1265,337.680306
11770,1532,375.178264
13000,1795,522.199693
700,10,37.962498
1930,50,-64.195858
3160,142,21.120803
4390,219,-7.577237
5620,385,-46.479468
6850,549,136.521831
8080,713,143.102252
9310,982,369.474336
10540,1210,337.680306
11770,1483,375.178264
13000,1859,522.199693
700,17,37.962498
1930,55,-64.195858
3160,136,21.120803
4390,240,-7.577237
5620,395,-46.479468
6850,588,136.521831
8080,1179,143.102252
9310,970,369.474336
10540,1241,337.680306
11770,1705,375.178264
13000,1852,522.199693
700,11,37.962498
1930,47,-64.195858
3160,135,21.120803
4390,245,-7.577237
5620,385,-46.479468
6850,575,136.521831
8080,761,143.102252
9310,1038,369.474336
10540,1203,337.680306
11770,1545,375.178264
13000,1824,522.199693
700,11,37.962498
1930,49,-64.195858
3160,136,21.120803
4390,260,-7.577237
5620,393,-46.479468
6850,597,136.521831
8080,758,143.102252
9310,999,369.474336
10540,1421,337.680306
11770,1688,375.178264
13000,2069,522.199693
700,8,37.962498
1930,46,-64.195858
3160,136,21.120803
4390,288,-7.577237
5620,429,-46.479468
6850,562,136.521831
8080,805,143.102252
9310,1032,369.474336
10540,1284,337.680306
11770,1604,375.178264
13000,1950,522.199693
700,8,37.962498
1930,50,-64.195858
3160,127,21.120803
4390,227,-7.577237
5620,359,-46.479468
6850,649,136.521831
8080,972,143.102252
9310,1166,369.474336
10540,1533,337.680306
11770,1669,375.178264
13000,1982,522.199693
700,10,37.962498
1930,55,-64.195858
3160,149,21.120803
4390,243,-7.577237
5620,518,-46.479468
6850,566,136.521831
8080,766,143.102252
9310,1020,369.474336
10540,968,337.680306
11770,1599,375.178264
13000,1780,522.199693
700,12,37.962498
1930,51,-64.195858
3160,131,21.120803
4390,233,-7.577237
5620,367,-46.479468
6850,526,136.521831
8080,696,143.102252
9310,996,369.474336
10540,1219,337.680306
11770,1526,375.178264
13000,1756,522.199693
700,9,37.962498
1930,48,-64.195858
3160,134,21.120803
4390,224,-7.577237
5620,371,-46.479468
6850,520,136.521831
8080,746,143.102252
9310,986,369.474336
10540,1238,337.680306
11770,1473,375.178264
13000,1875,522.199693
700,9,37.962498
1930,49,-64.195858
3160,130,21.120803
4390,246,-7.577237
5620,377,-46.479468
6850,563,136.521831
8080,701,143.102252
9310,893,369.474336
10540,1273,337.680306
11770,1542,375.178264
13000,1962,522.199693
700,11,37.962498
1930,71,-64.195858
3160,140,21.120803
4390,238,-7.577237
5620,362,-46.479468
6850,556,136.521831
8080,679,143.102252
9310,955,369.474336
10540,1239,337.680306
11770,1596,375.178264
13000,1879,522.199693
700,12,37.962498
1930,51,-64.195858
3160,130,21.120803
4390,278,-7.577237
5620,380,-46.479468
6850,595,136.521831
8080,745,143.102252
9310,992,369.474336
10540,1247,337.680306
11770,1435,375.178264
13000,1869,522.199693
700,10,37.962498
1930,49,-64.195858
3160,135,21.120803
4390,231,-7.577237
5620,360,-46.479468
6850,530,136.521831
8080,706,143.102252
9310,919,369.474336
10540,1252,337.680306
11770,1496,375.178264
13000,1853,522.199693
700,12,37.962498
1930,55,-64.195858
3160,133,21.120803
4390,214,-7.577237
5620,345,-46.479468
6850,370,136.521831
8080,741,143.102252
9310,1009,369.474336
10540,1176,337.680306
11770,1458,375.178264
13000,1888,522.199693
700,15,37.962498
1930,48,-64.195858
3160,131,21.120803
4390,238,-7.577237
5620,350,-46.479468
6850,517,136.521831
8080,762,143.102252
9310,973,369.474336
10540,1244,337.680306
11770,1551,375.178264
13000,1884,522.199693
700,10,37.962498
1930,53,-64.195858
3160,133,21.120803
4390,235,-7.577237
5620,371,-46.479468
6850,548,136.521831
8080,750,143.102252
9310,991,369.474336
10540,1328,337.680306
11770,1603,375.178264
13000,1795,522.199693
700,12,37.962498
1930,60,-64.195858
3160,129,21.120803
4390,234,-7.577237
5620,405,-46.479468
6850,574,136.521831
8080,743,143.102252
9310,951,369.474336
10540,1234,337.680306
11770,1576,375.178264
13000,1876,522.199693
700,12,37.962498
1930,54,-64.195858
3160,123,21.120803
4390,261,-7.577237
5620,479,-46.479468
6850,758,136.521831
8080,856,143.102252
9310,1049,369.474336
10540,1481,337.680306
11770,1631,375.178264
13000,2210,522.199693
700,9,37.962498
1930,63,-64.195858
3160,140,21.120803
4390,231,-7.577237
5620,372,-46.479468
6850,528,136.521831
8080,786,143.102252
9310,1045,369.474336
10540,1158,337.680306
11770,1747,375.178264
13000,2516,522.199693
700,6,37.962498
1930,70,-64.195858
3160,170,21.120803
4390,295,-7.577237
5620,369,-46.479468
6850,562,136.521831
8080,1006,143.102252
9310,925,369.474336
10540,1493,337.680306
11770,2082,375.178264
13000,2155,522.199693
700,9,37.962498
1930,109,-64.195858
3160,172,21.120803
4390,325,-7.577237
5620,485,-46.479468
6850,541,136.521831
8080,800,143.102252
9310,1127,369.474336
10540,1248,337.680306
11770,1714,375.178264
13000,2050,522.199693
700,11,37.962498
1930,50,-64.195858
3160,128,21.120803
4390,237,-7.577237
5620,369,-46.479468
6850,566,136.521831
8080,719,143.102252
9310,964,369.474336
10540,1212,337.680306
11770,1587,375.178264
13000,1822,522.199693
700,15,37.962498
1930,49,-64.195858
3160,132,21.120803
4390,207,-7.577237
5620,368,-46.479468
6850,501,136.521831
8080,706,143.102252
9310,987,369.474336
10540,1253,337.680306
11770,1556,375.178264
13000,1851,522.199693
700,11,37.962498
1930,53,-64.195858
3160,122,21.120803
4390,207,-7.577237
5620,375,-46.479468
6850,517,136.521831
8080,713,143.102252
9310,985,369.474336
10540,1289,337.680306
11770,1554,375.178264
13000,1887,522.199693
700,10,37.962498
1930,49,-64.195858
3160,136,21.120803
4390,240,-7.577237
5620,378,-46.479468
6850,488,136.521831
8080,779,143.102252
9310,989,369.474336
10540,1241,337.680306
11770,1779,375.178264
13000,2184,522.199693
700,8,37.962498
1930,55,-64.195858
3160,136,21.120803
4390,255,-7.577237
5620,412,-46.479468
6850,551,136.521831
8080,763,143.102252
9310,977,369.474336
